Appearances,Blocked shots,Assists,Passes per match,Big chances created,Crosses,Offsides,Hit woodwork,Shots,Shots on target,Shooting accuracy %,Big chances missed,Position_Defender,Position_Forward,Position_Goalkeeper,Position_Midfielder,Assists per Appearance,HighScorer
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,False
38,17.0,7,13.39,5.0,3.0,18.0,4.0,107.0,48.0,45.0,21.0,0,1,0,0,0.18421052631578946,True
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
4,0.0,0,27.25,0.0,10.0,0.0,0.0,,,,,1,0,0,0,0.0,False
26,13.0,1,28.96,6.0,61.0,6.0,2.0,39.0,12.0,31.0,3.0,0,0,0,1,0.038461538461538464,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
22,12.0,0,13.82,0.0,8.0,17.0,0.0,38.0,13.0,34.0,3.0,0,1,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,False
30,2.0,1,27.57,2.0,1.0,5.0,0.0,,,,,1,0,0,0,0.03333333333333333,False
31,2.0,1,34.1,1.0,25.0,6.0,1.0,,,,,1,0,0,0,0.03225806451612903,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
18,2.0,1,9.28,2.0,5.0,11.0,0.0,12.0,6.0,50.0,3.0,0,1,0,0,0.05555555555555555,False
0,,0,0.0,0.0,,,0.0,,,,,0,0,1,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
36,0.0,1,57.44,1.0,0.0,0.0,0.0,,,,,1,0,0,0,0.027777777777777776,False
25,6.0,2,44.56,4.0,54.0,1.0,0.0,,,,,1,0,0,0,0.08,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
30,7.0,6,16.13,5.0,44.0,2.0,0.0,35.0,12.0,34.0,3.0,0,1,0,0,0.2,False
6,1.0,0,13.17,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0,0,0,1,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
30,10.0,1,19.17,0.0,3.0,14.0,3.0,71.0,34.0,48.0,5.0,0,1,0,0,0.03333333333333333,True
2,1.0,0,27.5,0.0,1.0,0.0,0.0,,,,,1,0,0,0,0.0,False
15,3.0,1,29.07,2.0,23.0,2.0,0.0,10.0,2.0,20.0,0.0,0,0,0,1,0.06666666666666667,False
21,1.0,3,19.81,0.0,13.0,1.0,1.0,15.0,6.0,40.0,5.0,0,1,0,0,0.14285714285714285,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
12,2.0,0,21.0,0.0,14.0,0.0,0.0,6.0,2.0,33.0,0.0,0,1,0,0,0.0,False
3,2.0,0,24.67,0.0,5.0,0.0,0.0,,,,,1,0,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
26,6.0,6,52.77,8.0,32.0,2.0,2.0,28.0,13.0,46.0,3.0,0,0,0,1,0.23076923076923078,False
29,0.0,1,41.28,1.0,82.0,3.0,0.0,,,,,1,0,0,0,0.034482758620689655,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
0,,0,0.0,0.0,,,0.0,,,,,0,0,1,0,0.0,False
0,,0,0.0,0.0,,,0.0,,,,,0,0,1,0,0.0,False
36,12.0,0,46.81,1.0,7.0,0.0,0.0,42.0,3.0,7.0,0.0,0,0,0,1,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
16,4.0,0,19.5,0.0,12.0,1.0,0.0,,,,,1,0,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,False
21,4.0,1,49.33,1.0,0.0,0.0,1.0,,,,,1,0,0,0,0.047619047619047616,False
0,,0,0.0,0.0,,,0.0,,,,,0,0,1,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
38,23.0,5,16.32,11.0,122.0,15.0,0.0,55.0,16.0,29.0,7.0,0,1,0,0,0.13157894736842105,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
19,5.0,1,18.47,2.0,43.0,1.0,0.0,16.0,5.0,31.0,0.0,0,0,0,1,0.05263157894736842,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
0,,0,0.0,0.0,,,0.0,,,,,0,0,1,0,0.0,False
27,9.0,0,7.67,4.0,16.0,4.0,1.0,24.0,8.0,33.0,2.0,0,1,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
1,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,False
33,10.0,1,35.52,0.0,17.0,2.0,1.0,34.0,7.0,21.0,0.0,0,0,0,1,0.030303030303030304,False
37,37.0,12,57.08,20.0,166.0,3.0,3.0,121.0,51.0,42.0,8.0,0,0,0,1,0.32432432432432434,True
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
16,3.0,0,19.63,0.0,48.0,0.0,1.0,,,,,1,0,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
25,9.0,1,10.08,4.0,10.0,3.0,0.0,25.0,6.0,24.0,3.0,0,0,0,1,0.04,False
27,3.0,0,40.74,1.0,37.0,4.0,0.0,,,,,1,0,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
1,,0,19.0,0.0,,,0.0,,,,,0,0,1,0,0.0,False
1,,0,36.0,0.0,,,0.0,,,,,0,0,1,0,0.0,False
1,0.0,0,14.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
1,,0,24.0,0.0,,,0.0,,,,,0,0,1,0,0.0,False
20,3.0,1,37.3,0.0,0.0,3.0,0.0,,,,,1,0,0,0,0.05,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
10,3.0,1,59.4,1.0,37.0,1.0,0.0,12.0,5.0,42.0,0.0,0,0,0,1,0.1,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
33,11.0,0,20.45,1.0,9.0,18.0,1.0,83.0,46.0,55.0,17.0,0,1,0,0,0.0,True
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
0,,0,0.0,0.0,,,0.0,,,,,0,0,1,0,0.0,False
9,1.0,0,5.11,0.0,2.0,2.0,0.0,7.0,4.0,57.0,1.0,0,1,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,False
18,6.0,0,7.56,0.0,0.0,4.0,0.0,14.0,2.0,14.0,0.0,0,1,0,0,0.0,False
1,,0,10.0,0.0,,,0.0,,,,,0,0,1,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
4,3.0,0,21.25,1.0,4.0,0.0,0.0,9.0,5.0,56.0,1.0,0,0,0,1,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
28,4.0,2,36.0,2.0,81.0,2.0,0.0,,,,,1,0,0,0,0.07142857142857142,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
27,2.0,3,49.07,4.0,46.0,1.0,1.0,,,,,1,0,0,0,0.1111111111111111,False
26,7.0,3,12.92,5.0,4.0,6.0,0.0,34.0,15.0,44.0,7.0,0,1,0,0,0.11538461538461539,True
25,4.0,3,50.88,4.0,29.0,0.0,1.0,13.0,2.0,15.0,0.0,0,0,0,1,0.12,False
10,2.0,1,36.5,1.0,34.0,0.0,1.0,,,,,1,0,0,0,0.1,False
10,2.0,2,47.9,1.0,33.0,0.0,0.0,,,,,1,0,0,0,0.2,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
27,7.0,5,54.41,2.0,136.0,8.0,0.0,,,,,1,0,0,0,0.18518518518518517,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
10,1.0,0,23.5,0.0,1.0,0.0,0.0,4.0,1.0,25.0,1.0,0,0,0,1,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
17,1.0,0,67.12,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
2,0.0,0,4.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,1,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
22,2.0,0,35.91,0.0,0.0,1.0,0.0,,,,,1,0,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
13,1.0,1,34.08,0.0,23.0,0.0,0.0,,,,,1,0,0,0,0.07692307692307693,False
37,0.0,0,50.19,0.0,0.0,0.0,1.0,,,,,1,0,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
25,5.0,3,25.8,2.0,35.0,0.0,1.0,,,,,1,0,0,0,0.12,False
17,4.0,1,5.41,0.0,2.0,8.0,0.0,23.0,9.0,39.0,5.0,0,1,0,0,0.058823529411764705,False
25,0.0,0,66.0,0.0,0.0,1.0,0.0,,,,,1,0,0,0,0.0,False
1,0.0,0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,False
16,4.0,0,31.25,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,0,1,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
34,3.0,7,37.62,9.0,132.0,0.0,2.0,,,,,1,0,0,0,0.20588235294117646,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
0,,0,0.0,0.0,,,0.0,,,,,0,0,1,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
2,0.0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
38,13.0,2,51.61,3.0,82.0,0.0,1.0,48.0,19.0,40.0,2.0,0,0,0,1,0.05263157894736842,False
24,10.0,2,25.04,3.0,32.0,4.0,1.0,32.0,14.0,44.0,0.0,0,0,0,1,0.08333333333333333,False
15,2.0,0,42.67,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
25,,0,25.12,0.0,,,0.0,,,,,0,0,1,0,0.0,False
20,5.0,0,49.9,1.0,9.0,1.0,1.0,,,,,1,0,0,0,0.0,False
25,2.0,1,27.88,2.0,5.0,0.0,0.0,7.0,0.0,0.0,0.0,0,0,0,1,0.04,False
15,3.0,1,4.87,1.0,4.0,0.0,1.0,9.0,2.0,22.0,0.0,0,1,0,0,0.06666666666666667,False
22,1.0,0,34.73,0.0,0.0,2.0,1.0,,,,,1,0,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
25,28.0,12,50.6,19.0,146.0,1.0,4.0,80.0,26.0,33.0,8.0,0,0,0,1,0.48,False
33,12.0,2,23.03,2.0,41.0,3.0,2.0,34.0,9.0,26.0,3.0,0,1,0,0,0.06060606060606061,False
26,,0,19.27,0.0,,,0.0,,,,,0,0,1,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
1,0.0,0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,1,0,0,0.0,False
8,0.0,0,27.13,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,1,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,False
16,1.0,2,14.69,2.0,4.0,17.0,1.0,25.0,10.0,40.0,11.0,0,1,0,0,0.125,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
22,3.0,0,26.73,1.0,7.0,0.0,0.0,7.0,1.0,14.0,1.0,0,0,0,1,0.0,False
20,3.0,0,16.8,0.0,20.0,4.0,0.0,14.0,4.0,29.0,1.0,0,0,0,1,0.0,False
28,4.0,0,63.89,0.0,5.0,0.0,1.0,14.0,2.0,14.0,2.0,0,0,0,1,0.0,False
30,6.0,7,42.2,11.0,215.0,4.0,4.0,,,,,1,0,0,0,0.23333333333333334,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
19,5.0,0,22.42,2.0,18.0,1.0,1.0,46.0,26.0,57.0,7.0,0,1,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
18,0.0,0,32.39,0.0,0.0,1.0,0.0,,,,,1,0,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
27,4.0,0,14.15,0.0,9.0,3.0,1.0,14.0,2.0,14.0,1.0,0,0,0,1,0.0,False
17,2.0,2,39.76,1.0,31.0,0.0,0.0,,,,,1,0,0,0,0.11764705882352941,False
29,6.0,3,46.24,2.0,9.0,0.0,0.0,18.0,5.0,28.0,1.0,0,0,0,1,0.10344827586206896,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
33,6.0,2,42.88,4.0,23.0,0.0,0.0,26.0,8.0,31.0,1.0,0,0,0,1,0.06060606060606061,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
13,,0,28.54,0.0,,,0.0,,,,,0,0,1,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
15,0.0,0,34.53,0.0,10.0,0.0,0.0,,,,,1,0,0,0,0.0,False
33,5.0,0,67.36,1.0,1.0,2.0,1.0,,,,,1,0,0,0,0.0,False
3,2.0,0,51.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
0,,0,0.0,0.0,,,0.0,,,,,0,0,1,0,0.0,False
36,,1,26.64,0.0,,,0.0,,,,,0,0,1,0,0.027777777777777776,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
5,1.0,0,6.8,0.0,1.0,0.0,0.0,2.0,1.0,50.0,0.0,0,0,0,1,0.0,False
31,2.0,1,36.23,1.0,4.0,0.0,0.0,,,,,1,0,0,0,0.03225806451612903,False
28,15.0,0,18.68,1.0,87.0,5.0,3.0,64.0,30.0,47.0,4.0,0,0,0,1,0.0,True
2,0.0,0,26.5,0.0,2.0,1.0,0.0,2.0,1.0,50.0,0.0,0,1,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
2,0.0,0,28.0,0.0,2.0,0.0,0.0,,,,,1,0,0,0,0.0,False
38,,0,29.84,0.0,,,0.0,,,,,0,0,1,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
28,0.0,2,66.07,1.0,0.0,1.0,0.0,,,,,1,0,0,0,0.07142857142857142,False
34,11.0,6,32.0,5.0,86.0,1.0,2.0,37.0,13.0,35.0,1.0,0,0,0,1,0.17647058823529413,False
35,,0,24.46,0.0,,,0.0,,,,,0,0,1,0,0.0,False
30,2.0,0,70.27,0.0,1.0,0.0,0.0,10.0,1.0,10.0,0.0,0,0,0,1,0.0,False
32,16.0,3,10.09,1.0,5.0,5.0,2.0,48.0,17.0,35.0,4.0,0,1,0,0,0.09375,False
0,,0,0.0,0.0,,,0.0,,,,,0,0,1,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
2,0.0,0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
24,0.0,0,34.75,1.0,13.0,0.0,0.0,,,,,1,0,0,0,0.0,False
21,4.0,2,48.29,3.0,6.0,0.0,0.0,14.0,3.0,21.0,1.0,0,0,0,1,0.09523809523809523,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
3,0.0,0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
1,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
31,6.0,2,36.74,2.0,96.0,0.0,1.0,17.0,5.0,29.0,0.0,0,0,0,1,0.06451612903225806,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
28,12.0,5,27.21,5.0,74.0,3.0,2.0,45.0,20.0,44.0,4.0,0,0,0,1,0.17857142857142858,False
0,,0,0.0,0.0,,,0.0,,,,,0,0,1,0,0.0,False
28,2.0,0,60.29,0.0,2.0,2.0,1.0,,,,,1,0,0,0,0.0,False
33,18.0,4,32.09,3.0,45.0,7.0,4.0,50.0,16.0,32.0,7.0,0,0,0,1,0.12121212121212122,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
8,,0,30.38,0.0,,,0.0,,,,,0,0,1,0,0.0,False
1,1.0,0,66.0,1.0,4.0,1.0,0.0,,,,,1,0,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
1,0.0,0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
18,4.0,2,14.56,3.0,103.0,0.0,1.0,13.0,6.0,46.0,1.0,0,0,0,1,0.1111111111111111,False
30,9.0,0,60.2,4.0,9.0,1.0,0.0,25.0,7.0,28.0,1.0,0,0,0,1,0.0,False
14,2.0,1,16.14,1.0,23.0,1.0,0.0,,,,,1,0,0,0,0.07142857142857142,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
9,2.0,0,58.22,0.0,11.0,0.0,0.0,,,,,1,0,0,0,0.0,False
35,3.0,3,23.31,4.0,99.0,3.0,1.0,,,,,1,0,0,0,0.08571428571428572,False
29,22.0,4,25.24,5.0,11.0,17.0,1.0,55.0,16.0,29.0,5.0,0,1,0,0,0.13793103448275862,False
23,5.0,0,67.39,0.0,2.0,0.0,1.0,,,,,1,0,0,0,0.0,False
14,3.0,1,10.29,3.0,12.0,1.0,0.0,20.0,8.0,40.0,2.0,0,1,0,0,0.07142857142857142,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
30,9.0,2,29.67,1.0,66.0,0.0,2.0,29.0,7.0,24.0,1.0,0,0,0,1,0.06666666666666667,False
6,0.0,0,56.5,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
18,3.0,1,6.0,0.0,5.0,3.0,1.0,16.0,7.0,44.0,5.0,0,1,0,0,0.05555555555555555,False
0,,0,0.0,0.0,,,0.0,,,,,0,0,1,0,0.0,False
1,0.0,0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
10,0.0,0,26.4,1.0,11.0,0.0,0.0,,,,,1,0,0,0,0.0,False
11,3.0,0,20.18,0.0,11.0,1.0,0.0,10.0,4.0,40.0,1.0,0,0,0,1,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
0,,0,0.0,0.0,,,0.0,,,,,0,0,1,0,0.0,False
5,1.0,0,45.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,1,0.0,False
17,4.0,0,12.88,1.0,2.0,6.0,1.0,29.0,11.0,38.0,6.0,0,1,0,0,0.0,False
31,5.0,2,39.32,2.0,6.0,4.0,0.0,,,,,1,0,0,0,0.06451612903225806,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
7,0.0,0,79.43,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
0,,0,0.0,0.0,,,0.0,,,,,0,0,1,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
0,,0,0.0,0.0,,,0.0,,,,,0,0,1,0,0.0,False
1,0.0,0,9.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,0,0.0,False
26,21.0,10,38.31,14.0,76.0,7.0,1.0,50.0,19.0,38.0,4.0,0,0,0,1,0.38461538461538464,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,False
34,15.0,8,41.88,5.0,219.0,5.0,2.0,32.0,7.0,22.0,2.0,0,0,0,1,0.23529411764705882,False
3,1.0,1,13.33,1.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,0,1,0.3333333333333333,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
37,,0,24.89,0.0,,,0.0,,,,,0,0,1,0,0.0,False
22,2.0,0,19.86,0.0,31.0,1.0,2.0,19.0,8.0,42.0,2.0,0,0,0,1,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
28,11.0,2,61.21,3.0,30.0,1.0,0.0,54.0,22.0,41.0,5.0,0,0,0,1,0.07142857142857142,True
0,,0,0.0,0.0,,,0.0,,,,,0,0,1,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
