Appearances,Blocked shots,Assists,Passes per match,Big chances created,Crosses,Offsides,Hit woodwork,Shots,Shots on target,Shooting accuracy %,Big chances missed,Position_Defender,Position_Forward,Position_Goalkeeper,Position_Midfielder,Assists per Appearance,HighScorer
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
16,4.0,0,9.0,1.0,9.0,2.0,1.0,22.0,9.0,41.0,5.0,0,1,0,0,0.0,False
2,,0,27.0,0.0,,,0.0,,,,,0,0,1,0,0.0,False
32,11.0,2,18.66,2.0,2.0,6.0,2.0,61.0,18.0,30.0,6.0,0,1,0,0,0.0625,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
15,1.0,0,13.2,0.0,9.0,2.0,0.0,,,,,1,0,0,0,0.0,False
7,0.0,1,25.86,1.0,0.0,0.0,0.0,2.0,1.0,50.0,0.0,0,0,0,1,0.14285714285714285,False
23,4.0,0,31.74,1.0,77.0,2.0,0.0,17.0,5.0,29.0,0.0,0,0,0,1,0.0,False
0,,0,0.0,0.0,,,0.0,,,,,0,0,1,0,0.0,False
38,21.0,6,22.08,9.0,25.0,26.0,3.0,101.0,43.0,43.0,13.0,0,1,0,0,0.15789473684210525,True
3,,0,19.33,0.0,,,0.0,,,,,0,0,1,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
0,,0,0.0,0.0,,,0.0,,,,,0,0,1,0,0.0,False
1,0.0,0,7.0,0.0,1.0,0.0,0.0,2.0,1.0,50.0,0.0,0,1,0,0,0.0,False
5,0.0,1,44.4,0.0,7.0,0.0,0.0,,,,,1,0,0,0,0.2,False
33,15.0,0,15.42,4.0,3.0,38.0,2.0,59.0,17.0,29.0,6.0,0,1,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,False
34,11.0,1,35.12,2.0,6.0,1.0,1.0,40.0,11.0,28.0,4.0,0,0,0,1,0.029411764705882353,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
8,1.0,0,11.5,0.0,4.0,0.0,0.0,3.0,1.0,33.0,1.0,0,0,0,1,0.0,False
21,3.0,0,14.71,0.0,13.0,6.0,0.0,19.0,9.0,47.0,2.0,0,1,0,0,0.0,False
14,7.0,2,20.43,0.0,46.0,3.0,0.0,18.0,6.0,33.0,2.0,0,1,0,0,0.14285714285714285,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
16,8.0,0,19.75,1.0,20.0,0.0,0.0,16.0,4.0,25.0,0.0,0,0,0,1,0.0,False
2,1.0,0,11.5,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,1,0.0,False
1,0.0,0,23.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
1,1.0,0,44.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,1,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
18,2.0,2,13.94,1.0,43.0,0.0,0.0,13.0,3.0,23.0,0.0,0,0,0,1,0.1111111111111111,False
35,10.0,1,53.4,0.0,15.0,1.0,0.0,30.0,4.0,13.0,0.0,0,0,0,1,0.02857142857142857,False
28,,0,25.75,0.0,,,0.0,,,,,0,0,1,0,0.0,False
0,,0,0.0,0.0,,,0.0,,,,,0,0,1,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
7,1.0,0,34.57,0.0,0.0,2.0,0.0,,,,,1,0,0,0,0.0,False
0,,0,0.0,0.0,,,0.0,,,,,0,0,1,0,0.0,False
35,,0,20.6,0.0,,,0.0,,,,,0,0,1,0,0.0,False
5,,0,25.6,0.0,,,0.0,,,,,0,0,1,0,0.0,False
31,11.0,3,45.65,3.0,44.0,10.0,0.0,36.0,14.0,39.0,1.0,0,1,0,0,0.0967741935483871,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
17,11.0,3,55.24,1.0,47.0,3.0,1.0,26.0,6.0,23.0,0.0,0,0,0,1,0.17647058823529413,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
29,,0,26.14,0.0,,,0.0,,,,,0,0,1,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,False
27,11.0,2,40.63,4.0,34.0,1.0,0.0,24.0,6.0,25.0,1.0,0,0,0,1,0.07407407407407407,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
38,,0,25.18,0.0,,,0.0,,,,,0,0,1,0,0.0,False
1,0.0,0,17.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
11,8.0,0,37.55,0.0,26.0,0.0,0.0,,,,,1,0,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
0,,0,0.0,0.0,,,0.0,,,,,0,0,1,0,0.0,False
1,0.0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
30,9.0,8,37.1,7.0,54.0,5.0,0.0,26.0,8.0,31.0,2.0,0,0,0,1,0.26666666666666666,False
2,0.0,0,2.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
25,,0,24.24,0.0,,,0.0,,,,,0,0,1,0,0.0,False
0,,0,0.0,0.0,,,0.0,,,,,0,0,1,0,0.0,False
36,13.0,4,35.67,4.0,30.0,3.0,0.0,35.0,9.0,26.0,0.0,0,0,0,1,0.1111111111111111,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
35,4.0,0,23.14,1.0,0.0,3.0,0.0,,,,,1,0,0,0,0.0,False
28,1.0,1,30.11,3.0,121.0,3.0,0.0,,,,,1,0,0,0,0.03571428571428571,False
27,11.0,2,17.81,1.0,59.0,1.0,2.0,29.0,6.0,21.0,1.0,0,0,0,1,0.07407407407407407,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,False
37,24.0,3,19.51,1.0,15.0,27.0,2.0,109.0,48.0,44.0,17.0,0,1,0,0,0.08108108108108109,True
26,7.0,1,13.31,2.0,10.0,3.0,0.0,28.0,12.0,43.0,1.0,0,1,0,0,0.038461538461538464,False
14,4.0,0,55.14,0.0,5.0,0.0,0.0,21.0,5.0,24.0,0.0,0,0,0,1,0.0,False
6,3.0,0,13.33,0.0,3.0,2.0,0.0,10.0,5.0,50.0,1.0,0,1,0,0,0.0,False
5,0.0,0,24.8,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0,0,0,1,0.0,False
13,0.0,1,12.31,3.0,9.0,0.0,0.0,3.0,0.0,0.0,1.0,0,0,0,1,0.07692307692307693,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
2,0.0,0,11.5,0.0,2.0,0.0,0.0,1.0,1.0,100.0,0.0,0,1,0,0,0.0,False
33,11.0,2,39.42,2.0,74.0,1.0,0.0,,,,,1,0,0,0,0.06060606060606061,False
10,0.0,0,30.6,0.0,31.0,3.0,0.0,,,,,1,0,0,0,0.0,False
13,2.0,2,28.31,3.0,8.0,0.0,1.0,15.0,7.0,47.0,0.0,0,1,0,0,0.15384615384615385,False
21,0.0,0,49.33,0.0,3.0,0.0,1.0,,,,,1,0,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
32,8.0,4,39.13,5.0,144.0,5.0,0.0,,,,,1,0,0,0,0.125,False
5,2.0,0,8.4,0.0,2.0,0.0,0.0,4.0,1.0,25.0,0.0,0,0,0,1,0.0,False
22,3.0,1,12.18,2.0,86.0,2.0,0.0,10.0,4.0,40.0,1.0,0,0,0,1,0.045454545454545456,False
27,5.0,0,30.74,2.0,6.0,2.0,1.0,13.0,1.0,8.0,0.0,0,0,0,1,0.0,False
13,1.0,2,5.69,1.0,4.0,6.0,0.0,11.0,1.0,9.0,1.0,0,1,0,0,0.15384615384615385,False
20,2.0,0,25.25,2.0,34.0,0.0,0.0,,,,,1,0,0,0,0.0,False
34,7.0,2,11.91,0.0,18.0,22.0,1.0,46.0,11.0,24.0,12.0,0,1,0,0,0.058823529411764705,False
5,1.0,0,18.4,0.0,5.0,0.0,0.0,,,,,1,0,0,0,0.0,False
1,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
0,,0,0.0,0.0,,,0.0,,,,,0,0,1,0,0.0,False
25,1.0,1,49.72,0.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,0,0,0,1,0.04,False
4,5.0,0,16.75,0.0,3.0,1.0,0.0,10.0,2.0,20.0,1.0,0,0,0,1,0.0,False
0,,0,0.0,0.0,,,0.0,,,,,0,0,1,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
1,0.0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,False
8,0.0,0,24.13,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
6,1.0,0,26.0,0.0,8.0,0.0,0.0,2.0,1.0,50.0,0.0,0,0,0,1,0.0,False
1,0.0,0,27.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
37,2.0,1,43.84,1.0,9.0,1.0,0.0,,,,,1,0,0,0,0.02702702702702703,False
22,4.0,1,17.23,1.0,14.0,8.0,0.0,29.0,16.0,55.0,6.0,0,1,0,0,0.045454545454545456,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
12,2.0,0,4.0,0.0,2.0,1.0,0.0,5.0,1.0,20.0,0.0,0,1,0,0,0.0,False
27,8.0,0,35.41,5.0,69.0,1.0,2.0,35.0,10.0,29.0,0.0,0,0,0,1,0.0,False
23,3.0,1,28.43,1.0,13.0,1.0,0.0,,,,,1,0,0,0,0.043478260869565216,False
1,2.0,0,13.0,1.0,6.0,0.0,0.0,3.0,1.0,33.0,0.0,0,0,0,1,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
38,34.0,1,25.32,4.0,44.0,30.0,7.0,158.0,75.0,47.0,18.0,0,1,0,0,0.02631578947368421,True
37,3.0,4,39.16,4.0,17.0,0.0,0.0,21.0,5.0,24.0,0.0,0,0,0,1,0.10810810810810811,False
0,,0,0.0,0.0,,,0.0,,,,,0,0,1,0,0.0,False
1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,False
13,1.0,0,29.15,0.0,17.0,0.0,0.0,,,,,1,0,0,0,0.0,False
14,3.0,0,20.71,1.0,12.0,2.0,0.0,13.0,3.0,23.0,0.0,0,1,0,0,0.0,False
1,1.0,0,22.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,False
7,0.0,0,8.43,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,1,0,0,0.0,False
14,12.0,1,23.36,3.0,88.0,4.0,2.0,24.0,5.0,21.0,1.0,0,0,0,1,0.07142857142857142,False
28,7.0,1,41.79,1.0,11.0,1.0,1.0,24.0,7.0,29.0,1.0,0,0,0,1,0.03571428571428571,False
31,15.0,2,14.32,6.0,24.0,16.0,1.0,54.0,20.0,37.0,2.0,0,1,0,0,0.06451612903225806,False
4,0.0,1,27.5,1.0,17.0,0.0,0.0,,,,,1,0,0,0,0.25,False
15,4.0,0,36.87,0.0,5.0,0.0,0.0,8.0,2.0,25.0,0.0,0,0,0,1,0.0,False
10,0.0,0,25.7,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
29,13.0,3,46.93,2.0,149.0,3.0,3.0,,,,,1,0,0,0,0.10344827586206896,False
14,2.0,0,33.21,0.0,1.0,0.0,0.0,,,,,1,0,0,0,0.0,False
14,3.0,0,48.43,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
25,9.0,4,23.2,5.0,9.0,4.0,0.0,36.0,14.0,39.0,6.0,0,1,0,0,0.16,False
33,2.0,0,51.24,1.0,3.0,1.0,0.0,,,,,1,0,0,0,0.0,False
34,10.0,2,36.29,1.0,19.0,2.0,4.0,45.0,18.0,40.0,3.0,0,0,0,1,0.058823529411764705,False
4,2.0,0,19.0,0.0,1.0,5.0,0.0,6.0,2.0,33.0,1.0,0,1,0,0,0.0,False
2,0.0,0,5.5,0.0,1.0,0.0,0.0,1.0,1.0,100.0,1.0,0,1,0,0,0.0,False
8,,0,32.38,0.0,,,0.0,,,,,0,0,1,0,0.0,False
1,0.0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,False
30,15.0,6,32.97,8.0,63.0,14.0,0.0,44.0,15.0,34.0,3.0,0,0,0,1,0.2,False
19,3.0,1,14.32,1.0,4.0,2.0,0.0,14.0,4.0,29.0,0.0,0,1,0,0,0.05263157894736842,False
34,21.0,9,28.97,11.0,139.0,14.0,2.0,59.0,21.0,36.0,5.0,0,0,0,1,0.2647058823529412,False
26,16.0,2,42.04,3.0,44.0,6.0,1.0,48.0,11.0,23.0,4.0,0,0,0,1,0.07692307692307693,False
18,4.0,1,13.11,1.0,25.0,0.0,0.0,7.0,1.0,14.0,0.0,0,0,0,1,0.05555555555555555,False
18,0.0,0,27.0,0.0,1.0,0.0,0.0,,,,,1,0,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,False
3,1.0,0,17.33,0.0,7.0,0.0,0.0,,,,,1,0,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
19,3.0,0,21.0,0.0,5.0,0.0,0.0,7.0,2.0,29.0,0.0,0,0,0,1,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
13,1.0,0,13.62,1.0,18.0,0.0,0.0,5.0,2.0,40.0,0.0,0,0,0,1,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
5,0.0,1,9.8,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.2,False
25,3.0,0,19.08,1.0,34.0,1.0,0.0,18.0,11.0,61.0,1.0,0,0,0,1,0.0,False
20,7.0,3,19.25,4.0,80.0,4.0,1.0,26.0,7.0,27.0,0.0,0,0,0,1,0.15,False
32,3.0,0,33.16,0.0,4.0,0.0,1.0,,,,,1,0,0,0,0.0,False
0,,0,0.0,0.0,,,0.0,,,,,0,0,1,0,0.0,False
25,8.0,1,28.48,2.0,22.0,5.0,1.0,31.0,13.0,42.0,3.0,0,0,0,1,0.04,False
37,,0,28.3,0.0,,,0.0,,,,,0,0,1,0,0.0,False
13,5.0,0,18.69,0.0,1.0,1.0,0.0,12.0,3.0,25.0,0.0,0,0,0,1,0.0,False
28,9.0,4,21.25,3.0,51.0,25.0,3.0,63.0,22.0,35.0,12.0,0,1,0,0,0.14285714285714285,True
1,0.0,0,26.0,0.0,1.0,0.0,0.0,,,,,1,0,0,0,0.0,False
24,7.0,0,43.83,1.0,4.0,0.0,0.0,,,,,1,0,0,0,0.0,False
27,3.0,1,55.0,3.0,8.0,1.0,0.0,9.0,3.0,33.0,1.0,0,0,0,1,0.037037037037037035,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
37,32.0,6,29.68,8.0,31.0,16.0,7.0,118.0,48.0,41.0,18.0,0,1,0,0,0.16216216216216217,True
4,0.0,0,16.75,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,1,0.0,False
37,10.0,4,45.38,5.0,83.0,0.0,0.0,29.0,5.0,17.0,0.0,0,0,0,1,0.10810810810810811,False
0,,0,0.0,0.0,,,0.0,,,,,0,0,1,0,0.0,False
0,,0,0.0,0.0,,,0.0,,,,,0,0,1,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
37,25.0,11,27.95,20.0,114.0,4.0,2.0,86.0,39.0,45.0,5.0,0,1,0,0,0.2972972972972973,True
3,0.0,0,3.33,0.0,2.0,3.0,0.0,2.0,2.0,100.0,0.0,0,1,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,False
37,21.0,6,26.05,9.0,68.0,27.0,1.0,86.0,34.0,40.0,12.0,0,1,0,0,0.16216216216216217,True
23,0.0,0,43.61,0.0,2.0,0.0,0.0,,,,,1,0,0,0,0.0,False
19,,0,29.42,0.0,,,0.0,,,,,0,0,1,0,0.0,False
1,0.0,0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
3,0.0,0,39.0,0.0,2.0,0.0,0.0,,,,,1,0,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,False
31,13.0,4,29.77,8.0,49.0,17.0,1.0,57.0,25.0,44.0,3.0,0,1,0,0,0.12903225806451613,True
30,2.0,0,37.27,2.0,18.0,0.0,0.0,,,,,1,0,0,0,0.0,False
0,,0,0.0,0.0,,,0.0,,,,,0,0,1,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
7,1.0,0,32.86,0.0,21.0,0.0,0.0,,,,,1,0,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
38,18.0,5,47.45,7.0,98.0,9.0,1.0,57.0,22.0,39.0,1.0,0,0,0,1,0.13157894736842105,False
33,14.0,2,48.7,2.0,20.0,2.0,1.0,34.0,8.0,24.0,3.0,0,0,0,1,0.06060606060606061,False
1,0.0,0,13.0,0.0,2.0,0.0,0.0,,,,,1,0,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
3,0.0,0,13.67,0.0,2.0,1.0,0.0,,,,,1,0,0,0,0.0,False
33,3.0,0,34.76,0.0,10.0,0.0,0.0,,,,,1,0,0,0,0.0,False
29,5.0,1,16.69,1.0,8.0,29.0,1.0,37.0,20.0,54.0,6.0,0,1,0,0,0.034482758620689655,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,False
28,5.0,2,37.79,1.0,8.0,1.0,0.0,16.0,4.0,25.0,1.0,0,0,0,1,0.07142857142857142,False
34,1.0,0,24.97,1.0,4.0,2.0,1.0,,,,,1,0,0,0,0.0,False
7,,0,29.14,0.0,,,0.0,,,,,0,0,1,0,0.0,False
35,8.0,2,17.09,3.0,208.0,6.0,0.0,31.0,9.0,29.0,0.0,0,0,0,1,0.05714285714285714,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
0,,0,0.0,0.0,,,0.0,,,,,0,0,1,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
12,2.0,1,6.42,0.0,15.0,0.0,0.0,8.0,1.0,13.0,0.0,0,0,0,1,0.08333333333333333,False
8,0.0,0,24.25,0.0,6.0,0.0,0.0,3.0,1.0,33.0,0.0,0,0,0,1,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,False
24,1.0,0,51.92,1.0,0.0,1.0,0.0,,,,,1,0,0,0,0.0,False
2,0.0,0,45.0,0.0,0.0,1.0,0.0,,,,,1,0,0,0,0.0,False
34,,0,23.62,0.0,,,0.0,,,,,0,0,1,0,0.0,False
28,15.0,11,49.18,6.0,185.0,2.0,0.0,39.0,11.0,28.0,1.0,0,0,0,1,0.39285714285714285,False
1,0.0,0,3.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
23,16.0,2,14.3,3.0,45.0,7.0,0.0,41.0,16.0,39.0,3.0,0,0,0,1,0.08695652173913043,False
34,18.0,4,21.21,1.0,7.0,16.0,2.0,79.0,30.0,38.0,8.0,0,1,0,0,0.11764705882352941,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
11,8.0,1,67.09,1.0,11.0,0.0,0.0,13.0,2.0,15.0,2.0,0,0,0,1,0.09090909090909091,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,False
23,8.0,2,15.87,4.0,111.0,4.0,1.0,20.0,6.0,30.0,2.0,0,0,0,1,0.08695652173913043,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
38,6.0,0,21.53,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,False
18,6.0,3,32.94,1.0,15.0,0.0,0.0,24.0,12.0,50.0,1.0,0,0,0,1,0.16666666666666666,False
21,6.0,2,13.33,2.0,35.0,6.0,1.0,22.0,4.0,18.0,3.0,0,0,0,1,0.09523809523809523,False
7,1.0,0,22.43,0.0,2.0,1.0,0.0,3.0,1.0,33.0,0.0,0,0,0,1,0.0,False
15,0.0,0,35.33,0.0,11.0,0.0,0.0,,,,,1,0,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
21,2.0,0,9.67,2.0,6.0,13.0,0.0,25.0,14.0,56.0,4.0,0,1,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
20,5.0,0,15.35,0.0,42.0,3.0,0.0,17.0,2.0,12.0,0.0,0,0,0,1,0.0,False
23,,0,26.26,0.0,,,0.0,,,,,0,0,1,0,0.0,False
11,3.0,0,17.0,0.0,7.0,5.0,0.0,9.0,4.0,44.0,0.0,0,1,0,0,0.0,False
8,2.0,1,9.0,1.0,4.0,2.0,0.0,6.0,2.0,33.0,0.0,0,1,0,0,0.125,False
2,0.0,0,4.5,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,False
37,1.0,3,49.84,2.0,99.0,2.0,0.0,,,,,1,0,0,0,0.08108108108108109,False
23,8.0,1,21.78,3.0,13.0,9.0,0.0,25.0,9.0,36.0,3.0,0,1,0,0,0.043478260869565216,False
12,3.0,2,34.67,1.0,17.0,1.0,0.0,14.0,7.0,50.0,3.0,0,0,0,1,0.16666666666666666,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,False
27,3.0,3,40.04,2.0,64.0,0.0,0.0,,,,,1,0,0,0,0.1111111111111111,False
34,11.0,7,37.29,6.0,176.0,4.0,0.0,,,,,1,0,0,0,0.20588235294117646,False
5,0.0,0,8.6,1.0,3.0,0.0,0.0,2.0,1.0,50.0,1.0,0,1,0,0,0.0,False
37,7.0,4,51.97,3.0,29.0,6.0,1.0,34.0,12.0,35.0,0.0,0,0,0,1,0.10810810810810811,False
2,0.0,0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
1,,0,25.0,0.0,,,0.0,,,,,0,0,1,0,0.0,False
12,3.0,0,13.0,1.0,38.0,2.0,0.0,7.0,3.0,43.0,1.0,0,1,0,0,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,False
32,3.0,1,26.88,1.0,85.0,0.0,0.0,,,,,1,0,0,0,0.03125,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
16,1.0,1,23.69,0.0,1.0,1.0,0.0,6.0,2.0,33.0,1.0,0,0,0,1,0.0625,False
27,5.0,0,34.93,1.0,44.0,0.0,0.0,11.0,0.0,0.0,1.0,0,0,0,1,0.0,False
28,2.0,0,21.07,1.0,0.0,0.0,0.0,,,,,1,0,0,0,0.0,False
5,0.0,1,19.4,0.0,10.0,3.0,0.0,3.0,2.0,67.0,0.0,0,0,0,1,0.2,False
24,3.0,1,19.83,1.0,4.0,0.0,0.0,8.0,1.0,13.0,0.0,0,0,0,1,0.041666666666666664,False
