Name,Position,Appearances,Clean sheets,Goals conceded,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Own goals,Errors leading to goal,Assists,Passes,Passes per match,Big chances created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Yellow cards,Red cards,Fouls,Offsides,Goals,Headed goals,Goals with right foot,Goals with left foot,Hit woodwork,Goals per match,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy %,Big chances missed,Saves,Penalties saved,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks,Season
Virgil van Dijk ,Defender,38,15.0,33.0,23.0,52.0,2.0,5.0,40.0,162.0,83.0,1.0,220.0,239.0,81.0,3.0,191.0,60.0,0.0,1.0,1,3259,85.76,2.0,0.0,0.0,7.0,205.0,1,0,16,1.0,5,5.0,0.0,0.0,1.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Marco van Ginkel ,Midfielder,0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Jamie Vardy ,Forward,35,,,15.0,,,18.0,2.0,22.0,17.0,,,,,,,,,,5,442,12.63,12.0,31.0,,,,2,0,20,28.0,23,3.0,11.0,9.0,4.0,0.66,4.0,0.0,89.0,43.0,48.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Indiana Vassilev ,Forward,4,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,0,11,2.75,0.0,0.0,,,,0,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Michael Verrips ,Goalkeeper,0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0,0,0.0,0.0,,,,0.0,0,0,0,,0,,,,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Jan Vertonghen ,Defender,23,4.0,24.0,40.0,60.0,0.0,1.0,33.0,66.0,32.0,0.0,108.0,121.0,52.0,5.0,59.0,25.0,0.0,0.0,1,1101,47.87,2.0,19.0,5.0,0.0,40.0,2,0,7,0.0,1,1.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Jannik Vestergaard ,Defender,19,4.0,26.0,19.0,63.0,0.0,2.0,26.0,97.0,50.0,0.0,80.0,112.0,58.0,3.0,81.0,29.0,0.0,0.0,0,822,43.26,1.0,1.0,100.0,0.0,42.0,3,0,9,0.0,1,1.0,0.0,0.0,1.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Nikola Vlasic ,Midfielder,0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Sam Vokes ,Forward,0,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,0,0,0.0,0.0,0.0,,,,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Jake Vokins ,Defender,1,0.0,1.0,2.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0,58,58.0,0.0,1.0,0.0,0.0,3.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Michel Vorm ,Goalkeeper,0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0,0,0.0,0.0,,,,0.0,0,0,0,,0,,,,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Mario Vrancic ,Midfielder,20,,,27.0,59.0,,5.0,10.0,3.0,2.0,,46.0,53.0,46.0,5.0,8.0,9.0,,1.0,0,452,22.6,1.0,6.0,0.0,3.0,16.0,3,0,13,1.0,1,0.0,1.0,0.0,0.0,0.05,0.0,0.0,14.0,3.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Matej Vydra ,Forward,19,,,4.0,,,1.0,1.0,6.0,4.0,,,,,,,,,,1,136,7.16,1.0,3.0,,,,0,0,1,3.0,2,0.0,1.0,1.0,1.0,0.11,0.0,0.0,18.0,10.0,56.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Theo Walcott ,Forward,25,,,13.0,,,12.0,8.0,1.0,0.0,,,,,,,,,,3,354,14.16,7.0,42.0,,,,1,0,9,10.0,2,1.0,1.0,0.0,1.0,0.08,0.0,0.0,31.0,10.0,32.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Kyle Walker ,Defender,29,10.0,24.0,28.0,64.0,0.0,5.0,28.0,35.0,15.0,1.0,144.0,96.0,99.0,23.0,30.0,33.0,0.0,0.0,4,1939,66.86,1.0,54.0,19.0,1.0,125.0,5,0,27,3.0,1,0.0,0.0,1.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Kyle Walker-Peters ,Defender,13,2.0,12.0,21.0,62.0,0.0,2.0,17.0,22.0,10.0,0.0,75.0,77.0,53.0,22.0,9.0,19.0,0.0,0.0,0,532,40.92,2.0,19.0,5.0,0.0,14.0,1,0,7,2.0,0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Jonathan Walters ,Forward,0,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,0,0,0.0,0.0,0.0,,,,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Christian Walton ,Goalkeeper,0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0,0,0.0,0.0,,,,0.0,0,0,0,,0,,,,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Aaron Wan-Bissaka ,Defender,35,11.0,33.0,129.0,62.0,0.0,2.0,66.0,58.0,26.0,0.0,179.0,226.0,148.0,54.0,24.0,35.0,0.0,0.0,4,1651,47.17,4.0,103.0,14.0,2.0,33.0,8,0,21,1.0,0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Victor Wanyama ,Midfielder,2,,,0.0,0.0,,0.0,0.0,0.0,0.0,,4.0,3.0,1.0,1.0,1.0,0.0,,0.0,0,19,9.5,0.0,0.0,0.0,0.0,1.0,1,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Stephen Ward ,Defender,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
James Ward-Prowse ,Midfielder,38,,,92.0,52.0,,14.0,60.0,71.0,38.0,,249.0,218.0,202.0,14.0,73.0,65.0,,0.0,3,1666,43.84,7.0,267.0,22.0,2.0,81.0,9,0,57,0.0,5,0.0,4.0,1.0,1.0,0.13,1.0,2.0,57.0,26.0,46.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Conor Washington ,Forward,0,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,0,0,0.0,0.0,0.0,,,,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Elliot Watt ,Midfielder,0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Kelland Watts ,Defender,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Adam Webster ,Defender,31,5.0,44.0,30.0,57.0,0.0,3.0,45.0,107.0,53.0,0.0,177.0,170.0,104.0,14.0,111.0,65.0,1.0,1.0,1,1880,60.65,2.0,6.0,33.0,1.0,114.0,4,0,13,0.0,3,2.0,1.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Danny Welbeck ,Forward,18,,,14.0,,,4.0,5.0,5.0,4.0,,,,,,,,,,0,165,9.17,0.0,1.0,,,,0,0,9,2.0,2,0.0,1.0,1.0,0.0,0.11,0.0,0.0,22.0,9.0,41.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Nahki Wells ,Forward,0,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,0,0,0.0,0.0,0.0,,,,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Wesley ,Forward,21,,,15.0,,,8.0,4.0,23.0,18.0,,,,,,,,,,1,367,17.48,1.0,7.0,,,,3,0,43,14.0,5,0.0,5.0,0.0,1.0,0.24,0.0,0.0,35.0,18.0,51.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Ashley Westwood ,Midfielder,35,,,54.0,61.0,,5.0,32.0,26.0,8.0,,262.0,110.0,112.0,8.0,16.0,26.0,,0.0,6,1741,49.74,11.0,146.0,27.0,4.0,116.0,9,0,33,1.0,2,0.0,2.0,0.0,0.0,0.06,0.0,0.0,13.0,3.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Glenn Whelan ,Midfielder,0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Ben White ,Defender,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Alfie Whiteman ,Goalkeeper,0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0,0,0.0,0.0,,,,0.0,0,0,0,,0,,,,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Connor Wickham ,Forward,6,,,1.0,,,0.0,1.0,0.0,0.0,,,,,,,,,,1,46,7.67,1.0,0.0,,,,0,0,4,1.0,1,0.0,1.0,0.0,0.0,0.17,0.0,0.0,3.0,2.0,67.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Georginio Wijnaldum ,Midfielder,37,,,38.0,53.0,,5.0,17.0,33.0,18.0,,189.0,141.0,158.0,41.0,30.0,51.0,,0.0,0,1625,43.92,0.0,5.0,20.0,0.0,41.0,0,0,15,1.0,4,1.0,3.0,0.0,0.0,0.11,0.0,0.0,36.0,15.0,42.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Yanic Wildschut ,Forward,0,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,0,0,0.0,0.0,0.0,,,,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Wilfred Ndidi ,Midfielder,32,,,128.0,52.0,,7.0,80.0,61.0,25.0,,271.0,260.0,203.0,22.0,83.0,69.0,,1.0,1,1669,52.16,0.0,3.0,0.0,2.0,79.0,6,0,56,1.0,2,1.0,1.0,0.0,1.0,0.06,0.0,0.0,26.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Jetro Willems ,Defender,19,2.0,24.0,37.0,51.0,0.0,5.0,17.0,38.0,22.0,0.0,95.0,97.0,65.0,21.0,22.0,16.0,0.0,0.0,2,429,22.58,2.0,32.0,16.0,1.0,9.0,0,0,10,1.0,2,0.0,2.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Joe Williams ,Midfielder,0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Willian ,Forward,36,,,45.0,,,23.0,20.0,7.0,3.0,,,,,,,,,,7,1436,39.89,12.0,174.0,,,,4,0,17,4.0,9,0.0,9.0,0.0,1.0,0.25,4.0,1.0,71.0,29.0,41.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Joseph Willock ,Midfielder,29,,,25.0,64.0,,3.0,4.0,9.0,4.0,,62.0,67.0,63.0,21.0,8.0,14.0,,0.0,1,343,11.83,1.0,9.0,22.0,2.0,13.0,2,0,10,0.0,1,0.0,1.0,0.0,0.0,0.03,0.0,0.0,15.0,5.0,33.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Ben Wilmot ,Defender,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Jack Wilshere ,Midfielder,8,,,1.0,0.0,,0.0,1.0,0.0,0.0,,11.0,16.0,18.0,1.0,6.0,1.0,,0.0,0,75,9.38,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Callum Wilson ,Forward,35,,,12.0,,,10.0,4.0,16.0,12.0,,,,,,,,,,1,510,14.57,4.0,27.0,,,,10,0,55,32.0,8,1.0,5.0,2.0,0.0,0.23,0.0,0.0,55.0,21.0,38.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Harry Winks ,Midfielder,31,,,40.0,60.0,,4.0,36.0,30.0,9.0,,162.0,92.0,90.0,15.0,14.0,8.0,,0.0,0,1694,54.65,1.0,28.0,21.0,5.0,78.0,9,0,24,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Ben Winterbottom ,Goalkeeper,0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0,0,0.0,0.0,,,,0.0,0,0,0,,0,,,,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Henry Wise ,Midfielder,0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Chris Wood ,Forward,32,,,7.0,,,8.0,4.0,18.0,14.0,,,,,,,,,,1,460,14.38,1.0,8.0,,,,1,0,34,35.0,14,5.0,4.0,5.0,0.0,0.44,1.0,0.0,65.0,31.0,48.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Ben Woodburn ,Forward,0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Freddie Woodman ,Goalkeeper,0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0,0,0.0,0.0,,,,0.0,0,0,0,,0,,,,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Sam Woods ,Defender,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Callum Wright ,Midfielder,0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Xande Silva ,Forward,0,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,0,0,0.0,0.0,0.0,,,,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Granit Xhaka ,Midfielder,31,,,45.0,56.0,,3.0,21.0,55.0,36.0,,195.0,147.0,158.0,25.0,45.0,55.0,,0.0,2,1903,61.39,1.0,16.0,19.0,4.0,126.0,10,0,56,0.0,1,0.0,0.0,1.0,0.0,0.03,0.0,0.0,11.0,3.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Romaric Yapi ,Defender,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Andriy Yarmolenko ,Forward,23,,,13.0,,,4.0,6.0,4.0,3.0,,,,,,,,,,1,403,17.52,6.0,20.0,,,,2,0,16,8.0,5,0.0,0.0,5.0,1.0,0.22,0.0,0.0,26.0,13.0,50.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
DeAndre Yedlin ,Defender,16,1.0,18.0,18.0,72.0,0.0,0.0,10.0,16.0,6.0,1.0,38.0,36.0,39.0,1.0,8.0,13.0,0.0,0.0,0,246,15.38,0.0,28.0,21.0,0.0,13.0,3,0,8,2.0,1,1.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Maya Yoshida ,Defender,8,1.0,18.0,8.0,63.0,0.0,0.0,4.0,25.0,14.0,0.0,33.0,27.0,16.0,1.0,14.0,7.0,0.0,0.0,0,267,33.38,0.0,0.0,0.0,0.0,15.0,1,0,3,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Ashley Young ,Defender,12,2.0,10.0,14.0,50.0,0.0,0.0,11.0,22.0,12.0,0.0,59.0,50.0,47.0,7.0,14.0,7.0,0.0,0.0,0,571,47.58,2.0,62.0,35.0,0.0,27.0,5,0,14,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Pablo Zabaleta ,Defender,10,0.0,14.0,18.0,56.0,0.0,0.0,14.0,16.0,9.0,0.0,27.0,37.0,28.0,2.0,8.0,12.0,0.0,0.0,0,249,24.9,1.0,16.0,6.0,0.0,6.0,2,0,7,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Wilfried Zaha ,Forward,38,,,43.0,,,22.0,18.0,2.0,2.0,,,,,,,,,,3,1094,28.79,4.0,68.0,,,,5,0,48,16.0,4,0.0,2.0,2.0,1.0,0.11,0.0,0.0,61.0,17.0,28.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Davide Zappacosta ,Defender,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Marvin Zeegelaar ,Defender,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Jordan Zemura ,Defender,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Karlo Ziger ,Goalkeeper,0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0,0,0.0,0.0,,,,0.0,0,0,0,,0,,,,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Christoph Zimmermann ,Defender,17,3.0,27.0,32.0,66.0,1.0,1.0,19.0,87.0,52.0,0.0,79.0,73.0,44.0,5.0,27.0,22.0,0.0,0.0,1,661,38.88,0.0,0.0,0.0,0.0,46.0,3,0,9,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Oleksandr Zinchenko ,Defender,19,,,31.0,61.0,,7.0,17.0,19.0,13.0,,82.0,62.0,64.0,3.0,26.0,22.0,,1.0,0,1210,63.68,2.0,52.0,25.0,1.0,32.0,0,1,13,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,3.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Richairo Zivkovic ,Forward,5,,,2.0,,,1.0,0.0,0.0,0.0,,,,,,,,,,0,18,3.6,0.0,1.0,,,,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Nabili Zoubdi Touaizi ,Forward,0,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,0,0,0.0,0.0,0.0,,,,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Kurt Zouma ,Defender,28,7.0,37.0,23.0,61.0,3.0,1.0,58.0,112.0,60.0,0.0,150.0,150.0,80.0,8.0,106.0,38.0,1.0,0.0,0,2080,74.29,0.0,0.0,0.0,0.0,139.0,6,0,30,1.0,0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Tammy Abraham ,Forward,22,,,7.0,,,5.0,5.0,17.0,14.0,,,,,,,,,,1,205,9.32,1.0,6.0,,,,0,0,22,4.0,6,0.0,4.0,1.0,0.0,0.27,0.0,0.0,32.0,13.0,41.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
Che Adams ,Forward,36,,,25.0,,,10.0,4.0,17.0,9.0,,,,,,,,,,5,610,16.94,9.0,6.0,,,,1,0,30,19.0,9,0.0,8.0,1.0,1.0,0.25,0.0,0.0,55.0,31.0,56.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
Tosin Adarabioyo ,Defender,33,9.0,41.0,37.0,51.0,0.0,2.0,42.0,193.0,99.0,0.0,143.0,136.0,83.0,11.0,83.0,39.0,1.0,1.0,0,1905,57.73,0.0,2.0,0.0,0.0,118.0,1,0,16,2.0,0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
Dennis Adeniran ,Midfielder,0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
Adrián ,Goalkeeper,3,1.0,9.0,,,,,,,,,,,,,,,0.0,1.0,0,80,26.67,0.0,,,,10.0,0,0,0,,0,,,,0.0,,,,,,,,10.0,0.0,3.0,0.0,0.0,4.0,19.0,22.0,2020-21
Adrien Silva ,Midfielder,0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
Oladapo Afolayan ,Forward,0,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,0,0,0.0,0.0,0.0,,,,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
