Name,Position,Appearances,Clean sheets,Goals conceded,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Own goals,Errors leading to goal,Assists,Passes,Passes per match,Big chances created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Yellow cards,Red cards,Fouls,Offsides,Goals,Headed goals,Goals with right foot,Goals with left foot,Hit woodwork,Goals per match,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy %,Big chances missed,Saves,Penalties saved,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks,Season
Adam Smith ,Defender,24,3.0,40.0,47.0,68.0,0.0,1.0,25.0,48.0,19.0,0.0,92.0,145.0,119.0,24.0,35.0,29.0,0.0,0.0,1,841,35.04,2.0,28.0,21.0,0.0,26.0,7,0,25,2.0,0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Emile Smith Rowe ,Midfielder,2,,,1.0,100.0,,0.0,1.0,2.0,2.0,,5.0,4.0,4.0,2.0,0.0,0.0,,0.0,0,35,17.5,0.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Robert Snodgrass ,Midfielder,24,,,29.0,55.0,,5.0,4.0,11.0,8.0,,101.0,94.0,118.0,19.0,15.0,27.0,,0.0,5,505,21.04,5.0,136.0,29.0,3.0,17.0,4,0,20,4.0,5,0.0,0.0,5.0,1.0,0.21,0.0,0.0,21.0,10.0,48.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Sokratis ,Defender,19,4.0,25.0,25.0,64.0,0.0,2.0,17.0,67.0,39.0,1.0,71.0,100.0,62.0,5.0,59.0,28.0,0.0,1.0,0,1029,54.16,2.0,1.0,0.0,1.0,70.0,6,0,19,1.0,2,0.0,2.0,0.0,1.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Dominic Solanke ,Forward,32,,,8.0,,,14.0,8.0,16.0,10.0,,,,,,,,,,1,431,13.47,1.0,6.0,,,,1,0,15,4.0,3,1.0,2.0,0.0,2.0,0.09,0.0,0.0,32.0,8.0,25.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Son Heung-Min ,Forward,30,,,23.0,,,19.0,19.0,17.0,10.0,,,,,,,,,,10,797,26.57,12.0,77.0,,,,0,1,17,17.0,11,1.0,6.0,4.0,3.0,0.37,0.0,0.0,81.0,38.0,47.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Andreas Söndergaard ,Goalkeeper,0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0,0,0.0,0.0,,,,0.0,0,0,0,,0,,,,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Elias Sorensen ,Forward,0,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,0,0,0.0,0.0,0.0,,,,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Pape Souaré ,Defender,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Tomas Soucek ,Midfielder,13,,,29.0,52.0,,4.0,22.0,34.0,21.0,,48.0,108.0,69.0,0.0,71.0,40.0,,0.0,0,394,30.31,0.0,2.0,0.0,0.0,15.0,0,0,11,0.0,3,2.0,0.0,1.0,0.0,0.23,0.0,0.0,20.0,8.0,40.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Çaglar Söyüncü ,Defender,34,12.0,33.0,60.0,67.0,0.0,0.0,43.0,151.0,73.0,1.0,195.0,202.0,117.0,17.0,109.0,64.0,0.0,0.0,1,2319,68.21,1.0,4.0,0.0,0.0,111.0,4,1,30,1.0,1,1.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Bayli Spencer-Adams ,Defender,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Julian Speroni ,Goalkeeper,0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0,0,0.0,0.0,,,,0.0,0,0,0,,0,,,,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Jack Spong ,Midfielder,0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Dennis Srbeny ,Forward,8,,,5.0,,,0.0,0.0,1.0,1.0,,,,,,,,,,0,18,2.25,0.0,0.0,,,,0,0,1,0.0,1,0.0,0.0,1.0,0.0,0.13,0.0,0.0,2.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Jack Stacey ,Defender,19,1.0,27.0,21.0,52.0,0.0,0.0,18.0,54.0,34.0,0.0,88.0,74.0,62.0,16.0,27.0,20.0,0.0,0.0,2,601,31.63,4.0,36.0,11.0,1.0,28.0,2,0,10,1.0,0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Junior Stanislas ,Midfielder,15,,,10.0,70.0,,7.0,4.0,5.0,3.0,,43.0,33.0,32.0,11.0,8.0,8.0,,0.0,0,261,17.4,0.0,37.0,19.0,2.0,4.0,1,0,5,1.0,3,0.0,3.0,0.0,1.0,0.2,1.0,0.0,18.0,7.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Richard Stearman ,Defender,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Jason Steele ,Goalkeeper,0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0,0,0.0,0.0,,,,0.0,0,0,0,,0,,,,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Jed Steer ,Goalkeeper,1,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0,2,2.0,0.0,,,,0.0,0,0,0,,0,,,,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2019-20
Zack Steffen ,Goalkeeper,0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0,0,0.0,0.0,,,,0.0,0,0,0,,0,,,,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Maarten Stekelenburg ,Goalkeeper,0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0,0,0.0,0.0,,,,0.0,0,0,0,,0,,,,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Michael Stensgaard ,Goalkeeper,0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0,0,0.0,0.0,,,,0.0,0,0,0,,0,,,,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Dale Stephens ,Midfielder,33,,,73.0,60.0,,6.0,58.0,39.0,25.0,,230.0,108.0,129.0,10.0,19.0,22.0,,0.0,1,1675,50.76,2.0,4.0,0.0,3.0,110.0,8,0,42,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Dujon Sterling ,Defender,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Jamie Sterry ,Defender,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Steve Cook ,Defender,29,3.0,47.0,22.0,50.0,1.0,4.0,44.0,151.0,76.0,1.0,112.0,153.0,93.0,3.0,115.0,66.0,0.0,0.0,0,1271,43.83,1.0,1.0,0.0,0.0,78.0,6,1,16,1.0,1,1.0,0.0,0.0,1.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Enda Stevens ,Defender,38,12.0,39.0,81.0,57.0,0.0,7.0,35.0,59.0,22.0,0.0,226.0,192.0,186.0,61.0,31.0,32.0,0.0,2.0,4,1469,38.66,9.0,123.0,16.0,2.0,70.0,7,0,39,2.0,2,1.0,0.0,1.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Layton Stewart ,Forward,0,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,0,0,0.0,0.0,0.0,,,,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Marco Stiepermann ,Midfielder,24,,,20.0,40.0,,7.0,5.0,16.0,12.0,,56.0,67.0,127.0,17.0,15.0,56.0,,0.0,0,404,16.83,1.0,6.0,0.0,5.0,9.0,6,0,22,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,19.0,6.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
John Stones ,Defender,16,3.0,16.0,16.0,63.0,0.0,1.0,9.0,31.0,16.0,0.0,69.0,66.0,30.0,5.0,44.0,24.0,0.0,0.0,0,1035,64.69,0.0,0.0,0.0,0.0,52.0,0,0,5,1.0,0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Daniel Sturridge ,Forward,0,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,0,0,0.0,0.0,0.0,,,,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Denis Suárez ,Midfielder,0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Andrew Surman ,Midfielder,5,,,4.0,50.0,,1.0,1.0,4.0,3.0,,18.0,9.0,11.0,0.0,4.0,6.0,,0.0,0,127,25.4,0.0,3.0,67.0,0.0,6.0,1,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Sam Surridge ,Forward,4,,,0.0,,,0.0,1.0,0.0,0.0,,,,,,,,,,0,9,2.25,0.0,1.0,,,,0,0,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Markus Suttner ,Defender,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Alexander Sørloth ,Forward,0,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,0,0,0.0,0.0,0.0,,,,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Japhet Tanganga ,Defender,6,2.0,7.0,17.0,53.0,0.0,1.0,11.0,29.0,21.0,1.0,27.0,45.0,32.0,6.0,18.0,11.0,0.0,1.0,0,201,33.5,0.0,2.0,0.0,0.0,6.0,1,0,8,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Shani Tarashaj ,Forward,0,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,0,0,0.0,0.0,0.0,,,,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Matt Targett ,Defender,28,4.0,40.0,52.0,56.0,0.0,1.0,56.0,68.0,31.0,0.0,122.0,113.0,121.0,8.0,37.0,38.0,0.0,0.0,2,947,33.82,8.0,81.0,27.0,3.0,49.0,4,0,27,0.0,1,0.0,0.0,1.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
James Tarkowski ,Defender,38,15.0,50.0,66.0,65.0,1.0,6.0,63.0,200.0,111.0,0.0,180.0,307.0,145.0,13.0,198.0,74.0,0.0,0.0,2,1350,35.53,6.0,4.0,0.0,0.0,105.0,10,0,49,3.0,2,0.0,1.0,1.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Percy Tau ,Forward,0,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,0,0,0.0,0.0,0.0,,,,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Nikola Tavares ,Defender,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Neil Taylor ,Defender,14,2.0,25.0,16.0,69.0,1.0,1.0,20.0,27.0,8.0,0.0,56.0,33.0,34.0,2.0,9.0,15.0,0.0,0.0,0,419,29.93,1.0,9.0,11.0,0.0,15.0,2,0,8,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Slobodan Tedic ,Forward,0,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,0,0,0.0,0.0,0.0,,,,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Nathan Tella ,Midfielder,1,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,2.0,1.0,0.0,1.0,1.0,,0.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Alexander Tettey ,Midfielder,30,,,23.0,78.0,,10.0,43.0,67.0,28.0,,165.0,80.0,89.0,15.0,36.0,29.0,,0.0,1,1293,43.1,1.0,4.0,25.0,1.0,47.0,5,0,21,0.0,1,0.0,0.0,1.0,2.0,0.03,0.0,0.0,23.0,4.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Bobby Thomas ,Defender,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Dominic Thompson ,Defender,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Youri Tielemans ,Midfielder,37,,,52.0,56.0,,21.0,22.0,12.0,4.0,,188.0,155.0,156.0,29.0,26.0,30.0,,0.0,6,1780,48.11,8.0,81.0,19.0,13.0,99.0,2,0,32,1.0,3,0.0,2.0,1.0,1.0,0.08,0.0,0.0,56.0,13.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Kieran Tierney ,Defender,15,1.0,16.0,20.0,80.0,0.0,1.0,9.0,30.0,10.0,0.0,60.0,53.0,35.0,12.0,9.0,15.0,0.0,0.0,1,441,29.4,1.0,44.0,18.0,0.0,18.0,2,0,8,0.0,1,0.0,0.0,1.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Timi Odusina ,Defender,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Tom Dele-Bashiru ,Midfielder,0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
James Tomkins ,Defender,18,3.0,23.0,29.0,59.0,0.0,0.0,21.0,99.0,42.0,0.0,82.0,100.0,53.0,1.0,60.0,32.0,0.0,0.0,1,671,37.28,0.0,1.0,0.0,1.0,46.0,5,0,14,1.0,1,1.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Fikayo Tomori ,Defender,15,4.0,18.0,29.0,55.0,1.0,1.0,22.0,42.0,19.0,0.0,95.0,78.0,47.0,9.0,34.0,28.0,0.0,0.0,0,1151,76.73,0.0,4.0,25.0,3.0,42.0,3,0,7,1.0,1,0.0,1.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Toni Martínez ,Forward,0,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,0,0,0.0,0.0,0.0,,,,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Lucas Torreira ,Midfielder,29,,,31.0,52.0,,4.0,34.0,22.0,10.0,,107.0,101.0,81.0,17.0,11.0,21.0,,0.0,1,903,31.14,0.0,12.0,25.0,2.0,34.0,7,0,24,0.0,1,0.0,1.0,0.0,0.0,0.03,0.0,0.0,21.0,6.0,29.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Tosin Adarabioyo ,Defender,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Cenk Tosun ,Forward,10,,,4.0,,,3.0,0.0,2.0,2.0,,,,,,,,,,0,98,9.8,1.0,4.0,,,,0,0,8,2.0,2,2.0,0.0,0.0,0.0,0.2,0.0,0.0,15.0,5.0,33.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Andros Townsend ,Midfielder,24,,,34.0,62.0,,4.0,15.0,6.0,2.0,,97.0,102.0,92.0,38.0,5.0,11.0,,1.0,1,393,16.38,3.0,67.0,24.0,1.0,11.0,0,0,9,1.0,1,0.0,0.0,1.0,0.0,0.04,0.0,0.0,12.0,5.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Adama Traoré ,Forward,37,,,33.0,,,15.0,13.0,13.0,8.0,,,,,,,,,,9,713,19.27,10.0,183.0,,,,1,0,39,6.0,4,0.0,4.0,0.0,2.0,0.11,0.0,0.0,43.0,12.0,28.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Mark Travers ,Goalkeeper,1,0.0,3.0,,,,,,,,,,,,,,,0.0,1.0,0,25,25.0,0.0,,,,2.0,0,0,0,,0,,,,0.0,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,2019-20
Trézéguet ,Midfielder,34,,,38.0,42.0,,22.0,25.0,14.0,9.0,,79.0,128.0,166.0,30.0,29.0,44.0,,0.0,1,364,10.71,0.0,67.0,16.0,0.0,9.0,2,1,35,6.0,6,0.0,5.0,1.0,2.0,0.18,0.0,0.0,50.0,17.0,34.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Kieran Trippier ,Defender,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Leandro Trossard ,Forward,31,,,22.0,,,8.0,9.0,6.0,2.0,,,,,,,,,,3,710,22.9,5.0,75.0,,,,0,0,14,4.0,5,0.0,3.0,2.0,2.0,0.16,0.0,0.0,41.0,12.0,29.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Tom Trybull ,Midfielder,16,,,39.0,64.0,,3.0,16.0,32.0,14.0,,63.0,79.0,92.0,6.0,24.0,15.0,,0.0,0,615,38.44,0.0,0.0,0.0,0.0,27.0,2,0,26,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Aaron Tshibola ,Midfielder,0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Axel Tuanzebe ,Defender,5,0.0,3.0,2.0,100.0,0.0,0.0,5.0,4.0,3.0,0.0,15.0,8.0,20.0,0.0,3.0,12.0,0.0,1.0,0,136,27.2,0.0,1.0,0.0,0.0,4.0,0,0,3,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Joe Tupper ,Goalkeeper,0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0,0,0.0,0.0,,,,0.0,0,0,0,,0,,,,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Tyler Smith ,Forward,0,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,0,0,0.0,0.0,0.0,,,,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Ike Ugbo ,Forward,0,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,0,0,0.0,0.0,0.0,,,,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Leonardo Ulloa ,Forward,0,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,0,0,0.0,0.0,0.0,,,,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Luis Antonio Valencia ,Defender,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Yan Valery ,Defender,11,0.0,20.0,20.0,35.0,0.0,1.0,13.0,29.0,10.0,0.0,45.0,62.0,64.0,14.0,20.0,17.0,0.0,2.0,0,222,20.18,2.0,11.0,18.0,1.0,6.0,1,0,7,3.0,0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Jesús Vallejo ,Defender,2,0.0,6.0,1.0,100.0,0.0,0.0,2.0,7.0,2.0,0.0,11.0,8.0,7.0,1.0,5.0,3.0,0.0,0.0,0,118,59.0,0.0,1.0,100.0,0.0,8.0,1,0,2,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Patrick van Aanholt ,Defender,29,8.0,38.0,43.0,53.0,0.0,9.0,45.0,44.0,22.0,1.0,176.0,83.0,88.0,16.0,17.0,16.0,1.0,0.0,2,1216,41.93,5.0,92.0,34.0,2.0,30.0,0,0,9,2.0,3,0.0,0.0,3.0,1.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Sepp van den Berg ,Defender,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
